Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean
Brunswick East,,,u,570000.0,,,,,3057.0,,,,0.0,Moreland,-37.7656,144.9726,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1900000.0,,,,,3057.0,,,,227.0,Moreland,-37.7776,144.9726,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1080000.0,,,,,3057.0,,,,193.0,Moreland,-37.7765,144.9751,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1280000.0,,,,,3057.0,,,,161.0,Moreland,-37.7772,144.9723,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,656000.0,,,,,3057.0,,,,0.0,Moreland,-37.7786,144.9753,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,570000.0,,,,,3057.0,,,,1188.0,Moreland,-37.7769,144.9706,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1290000.0,,,,,3057.0,,,,468.0,Moreland,-37.7724,144.9829,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1170000.0,,,,,3057.0,,,,185.0,Moreland,-37.7755,144.9744,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,370000.0,,,,,3057.0,,,,0.0,Moreland,-37.765,144.9731,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,510000.0,,,,,3057.0,,,,0.0,Moreland,-37.7671,144.9746,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1574000.0,,,,,3057.0,,,,336.0,Moreland,-37.7664,144.9797,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,665000.0,,,,,3057.0,,,,0.0,Moreland,-37.7786,144.9753,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,590000.0,,,,,3057.0,,,,0.0,Moreland,-37.7753,144.9725,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1024000.0,,,,,3057.0,,,,148.0,Moreland,-37.7721,144.9724,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1125000.0,,,,,3057.0,,,,369.0,Moreland,-37.7727,144.9736,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,390000.0,,,,,3057.0,,,,0.0,Moreland,-37.7689,144.97799999999995,,,3057.0,185.0,154.43243243243242
Brunswick East,,,t,800000.0,,,,,3057.0,,,,0.0,Moreland,-37.7788,144.9776,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1679000.0,,,,,3057.0,,,,326.0,Moreland,-37.7776,144.9751,,,3057.0,185.0,154.43243243243242
Brunswick East,,,t,1050000.0,,,,,3057.0,,,,87.0,Moreland,-37.7739,144.975,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,957000.0,,,,,3057.0,,,,148.0,Moreland,-37.7722,144.9751,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,825000.0,,,,,3057.0,,,,213.0,Moreland,-37.7729,144.9724,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,998000.0,,,,,3057.0,,,,104.0,Moreland,-37.7723,144.9761,,,3057.0,185.0,154.43243243243242
Brunswick East,,,t,1010000.0,,,,,3057.0,,,,0.0,Moreland,-37.774,144.9731,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,910000.0,,,,,3057.0,,,,231.0,Moreland,-37.7759,144.976,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1050000.0,,,,,3057.0,,,,279.0,Moreland,-37.7729,144.9722,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,445000.0,,,,,3057.0,,,,0.0,Moreland,-37.7685,144.9724,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,970000.0,,,,,3057.0,,,,213.0,Moreland,-37.7689,144.9788,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1600000.0,,,,,3057.0,,,,812.0,Moreland,-37.7673,144.9782,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1325000.0,,,,,3057.0,,,,190.0,Moreland,-37.7684,144.9739,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,480000.0,,,,,3057.0,,,,0.0,Moreland,-37.7679,144.9725,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,400000.0,,,,,3057.0,,,,0.0,Moreland,-37.765,144.9731,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,570000.0,,,,,3057.0,,,,0.0,Moreland,-37.7603,144.9795,,,3057.0,185.0,154.43243243243242
Brunswick East,,,t,771000.0,,,,,3057.0,,,,0.0,Moreland,-37.7736,144.9725,,,3057.0,185.0,154.43243243243242
Brunswick East,,,h,1335000.0,,,,,3057.0,,,,308.0,Moreland,-37.7713,144.9744,,,3057.0,185.0,154.43243243243242
Brunswick East,,,u,420000.0,,,,,3057.0,,,,0.0,Moreland,-37.7732,144.9716,,,3057.0,185.0,154.43243243243242
Brunswick East,,,t,805000.0,,,,,3057.0,,,,0.0,Moreland,-37.7789,144.9739,,,3057.0,185.0,154.43243243243242
Brunswick East,,,t,892000.0,,,,,3057.0,,,,0.0,Moreland,-37.7655,144.9816,,,3057.0,185.0,154.43243243243242
Burnley,,,h,1005000.0,,,,,3121.0,,,,0.0,Yarra,-37.8301,145.0103,,,3121.0,628.0,162.26273885350318
Burnley,,,h,1231010.0,,,,,3121.0,,,,225.0,Yarra,-37.8285,145.0125,,,3121.0,628.0,162.26273885350318
Burnley,,,h,881000.0,,,,,3121.0,,,,172.0,Yarra,-37.8283,145.012,,,3121.0,628.0,162.26273885350318
Burnley,,,h,1202500.0,,,,,3121.0,,,,149.0,Yarra,-37.8287,145.0089,,,3121.0,628.0,162.26273885350318
Burnley,,,h,1435000.0,,,,,3121.0,,,,182.0,Yarra,-37.8289,145.0089,,,3121.0,628.0,162.26273885350318
Campbellfield,,,h,368000.0,,,,,3061.0,,,,600.0,Hume,-37.6783,144.9672,,,,,
Campbellfield,,,h,455000.0,,,,,3061.0,,,,766.0,Hume,-37.6804,144.9664,,,,,
Carlton,,,u,735000.0,,,,,3053.0,,,,,Melbourne,-37.8042,144.9691,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1460000.0,,,,,3053.0,,,,99.0,Melbourne,-37.7992,144.9738,,,3053.0,538.0,111.76765799256506
Carlton,,,u,860000.0,,,,,3053.0,,,,0.0,Melbourne,-37.8052,144.9604,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1662000.0,,,,,3053.0,,,,118.0,Melbourne,-37.8009,144.9729,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1590000.0,,,,,3053.0,,,,100.0,Melbourne,-37.7983,144.9655,,,3053.0,538.0,111.76765799256506
Carlton,,,u,610250.0,,,,,3053.0,,,,0.0,Melbourne,-37.8009,144.9662,,,3053.0,538.0,111.76765799256506
Carlton,,,h,720000.0,,,,,3053.0,,,,117.0,Melbourne,-37.793,144.9728,,,3053.0,538.0,111.76765799256506
Carlton,,,h,840000.0,,,,,3053.0,,,,66.0,Melbourne,-37.8049,144.9644,,,3053.0,538.0,111.76765799256506
Carlton,,,u,795000.0,,,,,3053.0,,,,0.0,Melbourne,-37.8009,144.9642,,,3053.0,538.0,111.76765799256506
Carlton,,,u,705000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7969,144.9669,,,3053.0,538.0,111.76765799256506
Carlton,,,u,435000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7982,144.9651,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1630100.0,,,,,3053.0,,,,132.0,Melbourne,-37.801,144.9656,,,3053.0,538.0,111.76765799256506
Carlton,,,u,480000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7939,144.9663,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1600000.0,,,,,3053.0,,,,635.0,Melbourne,-37.7988,144.97,,,3053.0,538.0,111.76765799256506
Carlton,,,u,500000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7929,144.9705,,,3053.0,538.0,111.76765799256506
Carlton,,,h,920000.0,,,,,3053.0,,,,121.0,Melbourne,-37.7957,144.9725,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1600000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7945,144.9718,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1010000.0,,,,,3053.0,,,,101.0,Melbourne,-37.7989,144.9713,,,3053.0,538.0,111.76765799256506
Carlton,,,u,875000.0,,,,,3053.0,,,,0.0,Melbourne,-37.8052,144.9604,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1170000.0,,,,,3053.0,,,,144.0,Melbourne,-37.7984,144.9738,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1260000.0,,,,,3053.0,,,,151.0,Melbourne,-37.7965,144.9679,,,3053.0,538.0,111.76765799256506
Carlton,,,u,600000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7969,144.9742,,,3053.0,538.0,111.76765799256506
Carlton,,,u,310000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7929,144.9705,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1550000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7945,144.9718,,,3053.0,538.0,111.76765799256506
Carlton,,,h,2033000.0,,,,,3053.0,,,,123.0,Melbourne,-37.7998,144.9665,,,3053.0,538.0,111.76765799256506
Carlton,,,u,1110000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7946,144.9716,,,3053.0,538.0,111.76765799256506
Carlton,,,h,,,,,,3053.0,,,,0.0,Melbourne,-37.8012,144.9689,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1616000.0,,,,,3053.0,,,,152.0,Melbourne,-37.7966,144.9709,,,3053.0,538.0,111.76765799256506
Carlton,,,u,585000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7985,144.9745,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1162000.0,,,,,3053.0,,,,121.0,Melbourne,-37.7967,144.9724,,,3053.0,538.0,111.76765799256506
Carlton,,,u,589000.0,,,,,3053.0,,,,0.0,Melbourne,-37.7986,144.9682,,,3053.0,538.0,111.76765799256506
Carlton,,,h,,,,,,3053.0,,,,284.0,Melbourne,-37.7962,144.9659,,,3053.0,538.0,111.76765799256506
Carlton,,,h,1117000.0,,,,,3053.0,,,,128.0,Melbourne,-37.7996,144.9737,,,3053.0,538.0,111.76765799256506
Carlton,,,u,600000.0,,,,,3053.0,,,,0.0,Melbourne,-37.8018,144.965,,,3053.0,538.0,111.76765799256506
Carlton,,,h,957000.0,,,,,3053.0,,,,122.0,Melbourne,-37.7957,144.9724,,,3053.0,538.0,111.76765799256506
East Melbourne,,,h,,,,,,3002.0,,,,220.0,Melbourne,-37.8181,144.9879,,,3002.0,197.0,200.9796954314721
East Melbourne,,,h,,,,,,3002.0,,,,364.0,Melbourne,-37.8127,144.9861,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,740000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8177,144.9801,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,1015000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8136,144.9892,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,1400000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8118,144.9762,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,1935000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8127,144.9847,,,3002.0,197.0,200.9796954314721
East Melbourne,,,h,1475000.0,,,,,3002.0,,,,179.0,Melbourne,-37.8099,144.9879,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,700000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8153,144.9842,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,565000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8153,144.9868,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,900000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8154,144.9851,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,630000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8168,144.9787,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,750000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8136,144.9892,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,872000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8154,144.9851,,,3002.0,197.0,200.9796954314721
East Melbourne,,,u,765000.0,,,,,3002.0,,,,0.0,Melbourne,-37.8177,144.9801,,,3002.0,197.0,200.9796954314721
Essendon West,,,h,810000.0,,,,,3040.0,,,,613.0,Moonee Valley,-37.7552,144.8882,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1422000.0,,,,,3040.0,,,,505.0,Moonee Valley,-37.7518,144.8897,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1245000.0,,,,,3040.0,,,,64.0,Moonee Valley,-37.7494,144.8848,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1430000.0,,,,,3040.0,,,,711.0,Moonee Valley,-37.755,144.8848,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1345000.0,,,,,3040.0,,,,740.0,Moonee Valley,-37.7517,144.8873,,,3040.0,56.0,114.14285714285714
Essendon West,,,t,800000.0,,,,,3040.0,,,,242.0,Moonee Valley,-37.7535,144.8868,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,787500.0,,,,,3040.0,,,,556.0,Moonee Valley,-37.7537,144.8856,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,685000.0,,,,,3040.0,,,,293.0,Moonee Valley,-37.7535,144.8836,,,3040.0,56.0,114.14285714285714
Essendon West,,,t,652500.0,,,,,3040.0,,,,179.0,Moonee Valley,-37.7527,144.8824,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1300000.0,,,,,3040.0,,,,616.0,Moonee Valley,-37.7497,144.8867,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,925000.0,,,,,3040.0,,,,544.0,Moonee Valley,-37.7576,144.889,,,3040.0,56.0,114.14285714285714
Essendon West,,,t,730000.0,,,,,3040.0,,,,0.0,Moonee Valley,-37.7532,144.8848,,,3040.0,56.0,114.14285714285714
Essendon West,,,u,520000.0,,,,,3040.0,,,,196.0,Moonee Valley,-37.7513,144.8845,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1300000.0,,,,,3040.0,,,,614.0,Moonee Valley,-37.75,144.8858,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,810000.0,,,,,3040.0,,,,368.0,Moonee Valley,-37.7527,144.8851,,,3040.0,56.0,114.14285714285714
Essendon West,,,t,970000.0,,,,,3040.0,,,,356.0,Moonee Valley,-37.7493,144.8901,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1110000.0,,,,,3040.0,,,,470.0,Moonee Valley,-37.7522,144.88299999999995,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,1115000.0,,,,,3040.0,,,,688.0,Moonee Valley,-37.7577,144.8892,,,3040.0,56.0,114.14285714285714
Essendon West,,,h,820000.0,,,,,3040.0,,,,473.0,Moonee Valley,-37.7519,144.88299999999995,,,3040.0,56.0,114.14285714285714
Fawkner,,,h,670000.0,,,,,3060.0,,,,587.0,Moreland,-37.7007,144.9632,,,,,
Fawkner,,,h,645000.0,,,,,3060.0,,,,661.0,Moreland,-37.7009,144.9776,,,,,
Fawkner,,,h,687000.0,,,,,3060.0,,,,684.0,Moreland,-37.7174,144.9664,,,,,
Fawkner,,,u,333000.0,,,,,3060.0,,,,97.0,Moreland,-37.7118,144.9689,,,,,
Fawkner,,,t,455000.0,,,,,3060.0,,,,738.0,Moreland,-37.7109,144.9654,,,,,
Fawkner,,,h,378000.0,,,,,3060.0,,,,215.0,Moreland,-37.7049,144.9638,,,,,
Fawkner,,,h,585000.0,,,,,3060.0,,,,605.0,Moreland,-37.6985,144.9615,,,,,
Fawkner,,,h,662000.0,,,,,3060.0,,,,620.0,Moreland,-37.7034,144.9663,,,,,
Fawkner,,,h,615000.0,,,,,3060.0,,,,650.0,Moreland,-37.7076,144.9753,,,,,
Fawkner,,,h,650000.0,,,,,3060.0,,,,589.0,Moreland,-37.7006,144.9697,,,,,
Fawkner,,,h,665000.0,,,,,3060.0,,,,726.0,Moreland,-37.7104,144.9733,,,,,
Fawkner,,,h,640000.0,,,,,3060.0,,,,592.0,Moreland,-37.7111,144.9664,,,,,
Fawkner,,,h,526000.0,,,,,3060.0,,,,404.0,Moreland,-37.7075,144.9678,,,,,
Fawkner,,,h,540000.0,,,,,3060.0,,,,614.0,Moreland,-37.7141,144.9677,,,,,
Fawkner,,,h,540000.0,,,,,3060.0,,,,254.0,Moreland,-37.7082,144.9725,,,,,
Fawkner,,,h,625000.0,,,,,3060.0,,,,585.0,Moreland,-37.695,144.9676,,,,,
Fawkner,,,h,681000.0,,,,,3060.0,,,,587.0,Moreland,-37.6996,144.9605,,,,,
Fawkner,,,h,690000.0,,,,,3060.0,,,,576.0,Moreland,-37.7015,144.9625,,,,,
Fawkner,,,h,640000.0,,,,,3060.0,,,,720.0,Moreland,-37.7043,144.9769,,,,,
Fawkner,,,h,660000.0,,,,,3060.0,,,,622.0,Moreland,-37.7095,144.9757,,,,,
Fawkner,,,h,783000.0,,,,,3060.0,,,,603.0,Moreland,-37.7194,144.9678,,,,,
Fawkner,,,h,635000.0,,,,,3060.0,,,,567.0,Moreland,-37.7102,144.9703,,,,,
Fawkner,,,t,553500.0,,,,,3060.0,,,,280.0,Moreland,-37.7027,144.9615,,,,,
Fawkner,,,h,619000.0,,,,,3060.0,,,,640.0,Moreland,-37.7038,144.9638,,,,,
Fawkner,,,t,460000.0,,,,,3060.0,,,,314.0,Moreland,-37.7066,144.9733,,,,,
Fawkner,,,h,570500.0,,,,,3060.0,,,,430.0,Moreland,-37.7185,144.9754,,,,,
Fawkner,,,u,288000.0,,,,,3060.0,,,,69.0,Moreland,-37.7192,144.9654,,,,,
Fawkner,,,h,615000.0,,,,,3060.0,,,,476.0,Moreland,-37.697,144.9655,,,,,
Fawkner,,,h,751000.0,,,,,3060.0,,,,592.0,Moreland,-37.712,144.9719,,,,,
Fawkner,,,h,609000.0,,,,,3060.0,,,,528.0,Moreland,-37.6989,144.9779,,,,,
Fawkner,,,h,605000.0,,,,,3060.0,,,,531.0,Moreland,-37.7022,144.9669,,,,,
Fawkner,,,h,691500.0,,,,,3060.0,,,,646.0,Moreland,-37.7086,144.9704,,,,,
Fawkner,,,h,850000.0,,,,,3060.0,,,,604.0,Moreland,-37.7017,144.9676,,,,,
Fawkner,,,h,752500.0,,,,,3060.0,,,,0.0,Moreland,-37.7106,144.9682,,,,,
Fawkner,,,h,650000.0,,,,,3060.0,,,,602.0,Moreland,-37.7144,144.9737,,,,,
Fawkner,,,h,538000.0,,,,,3060.0,,,,789.0,Hume,-37.6912,144.9623,,,,,
Fawkner,,,h,750000.0,,,,,3060.0,,,,613.0,Moreland,-37.7034,144.9666,,,,,
Fawkner,,,h,650000.0,,,,,3060.0,,,,725.0,Moreland,-37.7115,144.9731,,,,,
Fawkner,,,h,771000.0,,,,,3060.0,,,,647.0,Moreland,-37.7089,144.9695,,,,,
Fawkner,,,h,400000.0,,,,,3060.0,,,,285.0,Moreland,-37.7161,144.9662,,,,,
Fawkner,,,h,527000.0,,,,,3060.0,,,,609.0,Moreland,-37.7083,144.9644,,,,,
Fawkner,,,t,538000.0,,,,,3060.0,,,,217.0,Moreland,-37.7018,144.9679,,,,,
Fawkner,,,h,860000.0,,,,,3060.0,,,,1075.0,Moreland,-37.7156,144.9708,,,,,
Fawkner,,,h,515000.0,,,,,3060.0,,,,599.0,Moreland,-37.7071,144.9666,,,,,
Fawkner,,,h,617000.0,,,,,3060.0,,,,540.0,Moreland,-37.6973,144.96200000000005,,,,,
Fawkner,,,h,550000.0,,,,,3060.0,,,,583.0,Moreland,-37.6949,144.9619,,,,,
Fawkner,,,u,540000.0,,,,,3060.0,,,,209.0,Moreland,-37.7172,144.968,,,,,
Fawkner,,,h,643000.0,,,,,3060.0,,,,701.0,Moreland,-37.7054,144.963,,,,,
Fawkner,,,h,631000.0,,,,,3060.0,,,,297.0,Moreland,-37.6994,144.9686,,,,,
Fawkner,,,h,782000.0,,,,,3060.0,,,,628.0,Moreland,-37.718,144.9642,,,,,
Fawkner,,,h,640000.0,,,,,3060.0,,,,533.0,Moreland,-37.6985,144.9778,,,,,
Fawkner,,,u,470000.0,,,,,3060.0,,,,261.0,Moreland,-37.7158,144.9722,,,,,
Fawkner,,,h,700500.0,,,,,3060.0,,,,467.0,Moreland,-37.6963,144.9645,,,,,
Fawkner,,,h,532000.0,,,,,3060.0,,,,614.0,Moreland,-37.716,144.9666,,,,,
Fawkner,,,h,575000.0,,,,,3060.0,,,,621.0,Moreland,-37.7164,144.9666,,,,,
Fawkner,,,h,562000.0,,,,,3060.0,,,,374.0,Moreland,-37.7056,144.9671,,,,,
Fawkner,,,h,620000.0,,,,,3060.0,,,,604.0,Moreland,-37.6978,144.9686,,,,,
Fawkner,,,h,655000.0,,,,,3060.0,,,,664.0,Moreland,-37.7063,144.9712,,,,,
Fawkner,,,h,652500.0,,,,,3060.0,,,,592.0,Moreland,-37.6968,144.9674,,,,,
Fawkner,,,h,1010000.0,,,,,3060.0,,,,607.0,Moreland,-37.716,144.9663,,,,,
Fawkner,,,h,480000.0,,,,,3060.0,,,,305.0,Moreland,-37.6972,144.9634,,,,,
Fawkner,,,t,492000.0,,,,,3060.0,,,,208.0,Moreland,-37.7092,144.9695,,,,,
Fawkner,,,u,422500.0,,,,,3060.0,,,,195.0,Moreland,-37.7062,144.9688,,,,,
Hawthorn East,,,h,1550000.0,,,,,3123.0,,,,432.0,Boroondara,-37.8249,145.0532,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,2151000.0,,,,,3123.0,,,,780.0,Boroondara,-37.8198,145.0465,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1140000.0,,,,,3123.0,,,,230.0,Boroondara,-37.8226,145.055,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,420000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8245,145.0527,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,t,1220000.0,,,,,3123.0,,,,166.0,Boroondara,-37.8293,145.0456,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,826.0,Boroondara,-37.8404,145.0516,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,665500.0,,,,,3123.0,,,,945.0,Boroondara,-37.8308,145.0508,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1865000.0,,,,,3123.0,,,,431.0,Boroondara,-37.8269,145.0496,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1700000.0,,,,,3123.0,,,,431.0,Boroondara,-37.825,145.0536,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1650000.0,,,,,3123.0,,,,302.0,Boroondara,-37.8348,145.0453,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1615000.0,,,,,3123.0,,,,459.0,Boroondara,-37.8205,145.0585,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1600000.0,,,,,3123.0,,,,200.0,Boroondara,-37.8396,145.0514,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1450000.0,,,,,3123.0,,,,466.0,Boroondara,-37.8305,145.0475,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,490000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8301,145.0475,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,t,1110000.0,,,,,3123.0,,,,94.0,Boroondara,-37.8302,145.0525,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,t,1425000.0,,,,,3123.0,,,,154.0,Boroondara,-37.8298,145.0537,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,640.0,Boroondara,-37.826,145.0498,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,555000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8318,145.0448,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,887000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8267,145.0538,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1700000.0,,,,,3123.0,,,,646.0,Boroondara,-37.8337,145.0469,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1585000.0,,,,,3123.0,,,,390.0,Boroondara,-37.8322,145.0486,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,935000.0,,,,,3123.0,,,,144.0,Boroondara,-37.8435,145.0497,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,460000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8278,145.0565,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,710.0,Boroondara,-37.8187,145.0577,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,365000.0,,,,,3123.0,,,,,Boroondara,-37.8339,145.055,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,550000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8222,145.0566,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,764.0,Boroondara,-37.8374,145.0486,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,320000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8303,145.046,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,573000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8254,145.047,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,680000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8233,145.0575,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,2250000.0,,,,,3123.0,,,,452.0,Boroondara,-37.8223,145.0494,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,457.0,Boroondara,-37.8332,145.0461,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,t,1738000.0,,,,,3123.0,,,,324.0,Boroondara,-37.8348,145.0503,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1582000.0,,,,,3123.0,,,,358.0,Boroondara,-37.8341,145.0528,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,735000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8414,145.0505,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,726.0,Boroondara,-37.8239,145.0553,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1920000.0,,,,,3123.0,,,,749.0,Boroondara,-37.8235,145.0525,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1420000.0,,,,,3123.0,,,,362.0,Boroondara,-37.8337,145.0504,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,400000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8339,145.0548,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,t,1790000.0,,,,,3123.0,,,,0.0,Boroondara,-37.8356,145.0519,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,2100000.0,,,,,3123.0,,,,664.0,Boroondara,-37.8345,145.0443,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1335000.0,,,,,3123.0,,,,229.0,Boroondara,-37.8265,145.0484,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,1825000.0,,,,,3123.0,,,,431.0,Boroondara,-37.8269,145.0496,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,h,,,,,,3123.0,,,,1011.0,Boroondara,-37.8165,145.0505,,,3123.0,81.0,151.2962962962963
Hawthorn East,,,u,840000.0,,,,,3123.0,,,,150.0,Boroondara,-37.844,145.0496,,,3123.0,81.0,151.2962962962963
